"","Year","Month","Day","Extent","Missing"
"3284","1992",4,"  28",14.198,"      0.000"
"3285","1992",4,"  29",14.121,"      0.000"
"3286","1992",4,"  30",14.026,"      0.000"
"3287","1992",5,"  01",13.867,"      0.000"
"3288","1992",5,"  02",13.801,"      0.000"
"3289","1992",5,"  03",13.657,"      0.000"
"3290","1992",5,"  04",13.566,"      0.000"
"3291","1992",5,"  05",13.53,"      0.000"
"3292","1992",5,"  06",13.536,"      0.000"
"3293","1992",5,"  07",13.502,"      0.000"
"3294","1992",5,"  08",13.521,"      0.000"
"3295","1992",5,"  09",13.436,"      0.000"
"3296","1992",5,"  10",13.356,"      0.000"
"3297","1992",5,"  11",13.24,"      0.000"
"3298","1992",5,"  12",13.23,"      0.000"
"3299","1992",5,"  13",13.192,"      0.000"
"3300","1992",5,"  14",13.186,"      0.000"
"3301","1992",5,"  15",13.162,"      0.000"
"3302","1992",5,"  16",13.13,"      0.000"
"3303","1992",5,"  17",13.089,"      0.000"
"3304","1992",5,"  18",13.12,"      0.000"
"3305","1992",5,"  19",13.09,"      0.000"
"3306","1992",5,"  20",13.069,"      0.000"
"3307","1992",5,"  21",13.06,"      0.000"
"3308","1992",5,"  22",13.043,"      0.000"
"3309","1992",5,"  23",12.978,"      0.000"
"3310","1992",5,"  24",12.988,"      0.000"
"3311","1992",5,"  25",12.934,"      0.000"
"3312","1992",5,"  26",12.915,"      0.000"
"3313","1992",5,"  27",12.947,"      0.000"
"3314","1992",5,"  28",12.96,"      0.000"
"3315","1992",5,"  29",12.89,"      0.000"
"3316","1992",5,"  30",12.878,"      0.000"
"3317","1992",5,"  31",12.809,"      0.000"
"3318","1992",6,"  01",12.665,"      0.000"
"3319","1992",6,"  02",12.644,"      0.000"
"3320","1992",6,"  03",12.593,"      0.000"
"3321","1992",6,"  04",12.59,"      0.000"
"3322","1992",6,"  05",12.461,"      0.000"
"3323","1992",6,"  06",12.415,"      0.000"
"3324","1992",6,"  07",12.379,"      0.000"
"3325","1992",6,"  08",12.382,"      0.000"
"3326","1992",6,"  09",12.353,"      0.000"
"3327","1992",6,"  10",12.334,"      0.000"
"3328","1992",6,"  11",12.336,"      0.000"
"3329","1992",6,"  12",12.32,"      0.000"
"3330","1992",6,"  13",12.275,"      0.000"
"3331","1992",6,"  14",12.266,"      0.000"
"3332","1992",6,"  15",12.189,"      0.000"
"3333","1992",6,"  16",12.16,"      0.000"
"3334","1992",6,"  17",12.107,"      0.000"
"3335","1992",6,"  18",12.026,"      0.000"
"3336","1992",6,"  19",11.989,"      0.000"
"3337","1992",6,"  20",12.014,"      0.000"
"3338","1992",6,"  21",11.904,"      0.000"
"3339","1992",6,"  22",11.886,"      0.000"
"3340","1992",6,"  23",11.911,"      0.000"
"3341","1992",6,"  24",11.852,"      0.000"
"3342","1992",6,"  25",11.797,"      0.000"
"3343","1992",6,"  26",11.82,"      0.000"
"3344","1992",6,"  27",11.752,"      0.000"
"3345","1992",6,"  28",11.732,"      0.000"
"3346","1992",6,"  29",11.682,"      0.000"
"3347","1992",6,"  30",11.569,"      0.000"
"3348","1992",7,"  01",11.38,"      0.000"
"3349","1992",7,"  02",11.341,"      0.000"
"3350","1992",7,"  03",11.28,"      0.000"
"3351","1992",7,"  04",11.242,"      0.000"
"3352","1992",7,"  05",11.198,"      0.000"
"3353","1992",7,"  06",11.087,"      0.000"
"3354","1992",7,"  07",11.052,"      0.000"
"3355","1992",7,"  08",10.988,"      0.000"
"3356","1992",7,"  09",10.919,"      0.000"
"3357","1992",7,"  10",10.825,"      0.000"
"3358","1992",7,"  11",10.853,"      0.000"
"3359","1992",7,"  12",10.723,"      0.000"
"3360","1992",7,"  13",10.648,"      0.000"
"3361","1992",7,"  14",10.603,"      0.000"
"3362","1992",7,"  15",10.481,"      0.000"
"3363","1992",7,"  16",10.333,"      0.000"
"3364","1992",7,"  17",10.274,"      0.000"
"3365","1992",7,"  18",10.252,"      0.000"
"3366","1992",7,"  19",10.133,"      0.000"
"3367","1992",7,"  20",10.058,"      0.000"
"3368","1992",7,"  21",9.9,"      0.000"
"3369","1992",7,"  22",9.906,"      0.000"
"3370","1992",7,"  23",9.838,"      0.000"
"3371","1992",7,"  24",9.744,"      0.000"
"3372","1992",7,"  25",9.562,"      0.000"
"3373","1992",7,"  26",9.437,"      0.000"
"3374","1992",7,"  27",9.358,"      0.000"
"3375","1992",7,"  28",9.304,"      0.000"
"3376","1992",7,"  29",9.184,"      0.000"
"3377","1992",7,"  30",9.076,"      0.000"
"3378","1992",7,"  31",9.038,"      0.000"
"3379","1992",8,"  01",8.888,"      0.000"
"3380","1992",8,"  02",8.813,"      0.000"
"3381","1992",8,"  03",8.707,"      0.000"
"3382","1992",8,"  04",8.638,"      0.000"
"3383","1992",8,"  05",8.545,"      0.000"
"3384","1992",8,"  06",8.505,"      0.000"
"3385","1992",8,"  07",8.401,"      0.000"
"3386","1992",8,"  08",8.256,"      0.000"
"3387","1992",8,"  09",8.185,"      0.000"
"3388","1992",8,"  10",8.142,"      0.000"
"3389","1992",8,"  11",7.999,"      0.000"
"3390","1992",8,"  12",8.015,"      0.000"
"3391","1992",8,"  13",8.009,"      0.000"
"3392","1992",8,"  14",7.994,"      0.000"
"3393","1992",8,"  15",7.915,"      0.000"
"3394","1992",8,"  16",7.794,"      0.000"
"3395","1992",8,"  17",7.757,"      0.000"
"3396","1992",8,"  18",7.73,"      0.000"
"3397","1992",8,"  19",7.775,"      0.000"
"3398","1992",8,"  20",7.682,"      0.000"
"3399","1992",8,"  21",7.674,"      0.000"
"3400","1992",8,"  22",7.614,"      0.000"
"3401","1992",8,"  23",7.562,"      0.000"
"3402","1992",8,"  24",7.536,"      0.000"
"3403","1992",8,"  25",7.446,"      0.000"
"3404","1992",8,"  26",7.428,"      0.000"
"3405","1992",8,"  27",7.4,"      0.000"
"3406","1992",8,"  28",7.404,"      0.000"
"3407","1992",8,"  29",7.346,"      0.000"
"3408","1992",8,"  30",7.286,"      0.000"
"3409","1992",8,"  31",7.237,"      0.000"
"3410","1992",9,"  01",7.235,"      0.000"
"3411","1992",9,"  02",7.319,"      0.000"
"3412","1992",9,"  03",7.296,"      0.000"
"3413","1992",9,"  04",7.279,"      0.000"
"3414","1992",9,"  05",7.234,"      0.000"
"3415","1992",9,"  06",7.169,"      0.000"
"3416","1992",9,"  07",7.159,"      0.000"
"3417","1992",9,"  08",7.212,"      0.000"
"3418","1992",9,"  09",7.27,"      0.000"
"3419","1992",9,"  10",7.269,"      0.000"
"3420","1992",9,"  11",7.252,"      0.000"
"3421","1992",9,"  12",7.256,"      0.000"
"3422","1992",9,"  13",7.245,"      0.000"
"3423","1992",9,"  14",7.28,"      0.000"
"3424","1992",9,"  15",7.281,"      0.000"
"3425","1992",9,"  16",7.324,"      0.000"
"3426","1992",9,"  17",7.361,"      0.000"
"3427","1992",9,"  18",7.419,"      0.000"
"3428","1992",9,"  19",7.428,"      0.000"
"3429","1992",9,"  20",7.483,"      0.000"
"3430","1992",9,"  21",7.519,"      0.000"
"3431","1992",9,"  22",7.576,"      0.000"
"3432","1992",9,"  23",7.641,"      0.000"
"3433","1992",9,"  24",7.728,"      0.000"
"3434","1992",9,"  25",7.752,"      0.000"
"3435","1992",9,"  26",7.85,"      0.000"
"3436","1992",9,"  27",7.975,"      0.000"
"3437","1992",9,"  28",8.068,"      0.000"
"3438","1992",9,"  29",8.137,"      0.000"
"3439","1992",9,"  30",8.194,"      0.000"
"3440","1992",10,"  01",8.359,"      0.000"
"3441","1992",10,"  02",8.387,"      0.000"
"3442","1992",10,"  03",8.545,"      0.000"
"3443","1992",10,"  04",8.619,"      0.000"
"3444","1992",10,"  05",8.732,"      0.000"
"3445","1992",10,"  06",8.819,"      0.000"
"3446","1992",10,"  07",8.801,"      0.000"
"3447","1992",10,"  08",8.885,"      0.000"
"3448","1992",10,"  09",8.971,"      0.000"
"3449","1992",10,"  10",9.052,"      0.000"
"3450","1992",10,"  11",9.097,"      0.000"
"3451","1992",10,"  12",9.177,"      0.000"
"3452","1992",10,"  13",9.292,"      0.000"
"3453","1992",10,"  14",9.281,"      0.000"
"3454","1992",10,"  15",9.327,"      0.000"
"3455","1992",10,"  16",9.41,"      0.000"
"3456","1992",10,"  17",9.422,"      0.000"
"3457","1992",10,"  18",9.43,"      0.000"
"3458","1992",10,"  19",9.482,"      0.000"
"3459","1992",10,"  20",9.473,"      0.000"
"3460","1992",10,"  21",9.505,"      0.000"
"3461","1992",10,"  22",9.626,"      0.000"
"3462","1992",10,"  23",9.743,"      0.000"
"3463","1992",10,"  24",9.771,"      0.000"
"3464","1992",10,"  25",9.828,"      0.000"
"3465","1992",10,"  26",9.794,"      0.000"
"3466","1992",10,"  27",9.787,"      0.000"
"3467","1992",10,"  28",9.901,"      0.000"
"3468","1992",10,"  29",10.019,"      0.000"
"3469","1992",10,"  30",10.158,"      0.000"
"3470","1992",10,"  31",10.212,"      0.000"
"3471","1992",11,"  01",10.376,"      0.000"
"3472","1992",11,"  02",10.398,"      0.000"
"3473","1992",11,"  03",10.368,"      0.000"
"3474","1992",11,"  04",10.431,"      0.000"
"3475","1992",11,"  05",10.424,"      0.000"
"3476","1992",11,"  06",10.564,"      0.000"
"3477","1992",11,"  07",10.653,"      0.000"
"3478","1992",11,"  08",10.723,"      0.000"
"3479","1992",11,"  09",10.669,"      0.000"
"3480","1992",11,"  10",10.756,"      0.000"
"3481","1992",11,"  11",10.844,"      0.000"
"3482","1992",11,"  12",10.971,"      0.000"
"3483","1992",11,"  13",11.051,"      0.000"
"3484","1992",11,"  14",11.016,"      0.000"
"3485","1992",11,"  15",11.138,"      0.000"
"3486","1992",11,"  16",11.361,"      0.000"
"3487","1992",11,"  17",11.576,"      0.000"
"3488","1992",11,"  18",11.653,"      0.000"
"3489","1992",11,"  19",11.81,"      0.000"
"3490","1992",11,"  20",11.907,"      0.000"
"3491","1992",11,"  21",11.986,"      0.000"
"3492","1992",11,"  22",11.98,"      0.000"
"3493","1992",11,"  23",12.103,"      0.000"
"3494","1992",11,"  24",12.253,"      0.000"
"3495","1992",11,"  25",12.273,"      0.000"
"3496","1992",11,"  26",12.288,"      0.000"
"3497","1992",11,"  27",12.348,"      0.000"
"3498","1992",11,"  28",12.424,"      0.000"
"3499","1992",11,"  29",12.511,"      0.000"
"3500","1992",11,"  30",12.505,"      0.000"
"3501","1992",12,"  01",12.715,"      0.000"
"3502","1992",12,"  02",12.811,"      0.000"
"3503","1992",12,"  03",12.855,"      0.000"
"3504","1992",12,"  04",12.998,"      0.000"
"3505","1992",12,"  05",13.013,"      0.000"
"3506","1992",12,"  06",13.134,"      0.000"
"3507","1992",12,"  07",13.189,"      0.000"
"3508","1992",12,"  08",13.14,"      0.000"
"3509","1992",12,"  09",13.116,"      0.000"
"3510","1992",12,"  10",13.212,"      0.000"
"3511","1992",12,"  11",13.355,"      0.000"
"3512","1992",12,"  12",13.239,"      0.000"
"3513","1992",12,"  13",13.298,"      0.000"
"3514","1992",12,"  14",13.324,"      0.000"
"3515","1992",12,"  15",13.417,"      0.000"
"3516","1992",12,"  16",13.479,"      0.000"
"3517","1992",12,"  17",13.429,"      0.000"
"3518","1992",12,"  18",13.468,"      0.000"
"3519","1992",12,"  19",13.57,"      0.000"
"3520","1992",12,"  20",13.612,"      0.000"
"3521","1992",12,"  21",13.619,"      0.000"
"3522","1992",12,"  22",13.672,"      0.000"
"3523","1992",12,"  23",13.67,"      0.000"
"3524","1992",12,"  24",13.67,"      0.000"
"3525","1992",12,"  25",13.666,"      0.000"
"3526","1992",12,"  26",13.733,"      0.000"
"3527","1992",12,"  27",13.736,"      0.000"
"3528","1992",12,"  28",13.792,"      0.000"
"3529","1992",12,"  29",13.837,"      0.000"
"3530","1992",12,"  30",13.915,"      0.000"
"3531","1992",12,"  31",13.945,"      0.000"
"3532","1993",1,"  01",14.035,"      0.000"
"3533","1993",1,"  02",14.141,"      0.000"
"3534","1993",1,"  03",14.25,"      0.000"
"3535","1993",1,"  04",14.255,"      0.000"
"3536","1993",1,"  05",14.266,"      0.000"
"3537","1993",1,"  06",14.22,"      0.000"
"3538","1993",1,"  07",14.348,"      0.000"
"3539","1993",1,"  08",14.434,"      0.000"
"3540","1993",1,"  09",14.493,"      0.000"
"3541","1993",1,"  10",14.507,"      0.000"
"3542","1993",1,"  11",14.523,"      0.000"
"3543","1993",1,"  12",14.593,"      0.000"
"3544","1993",1,"  13",14.623,"      0.000"
"3545","1993",1,"  14",14.765,"      0.000"
"3546","1993",1,"  15",14.899,"      0.000"
"3547","1993",1,"  16",14.985,"      0.000"
"3548","1993",1,"  17",15.109,"      0.000"
"3549","1993",1,"  18",15.138,"      0.000"
"3550","1993",1,"  19",15.154,"      0.000"
"3551","1993",1,"  20",15.206,"      0.000"
"3552","1993",1,"  21",15.175,"      0.000"
"3553","1993",1,"  22",15.324,"      0.000"
"3554","1993",1,"  23",15.31,"      0.000"
"3555","1993",1,"  24",15.394,"      0.000"
"3556","1993",1,"  25",15.447,"      0.000"
"3557","1993",1,"  26",15.515,"      0.000"
"3558","1993",1,"  27",15.551,"      0.000"
"3559","1993",1,"  28",15.601,"      0.000"
"3560","1993",1,"  29",15.548,"      0.000"
"3561","1993",1,"  30",15.507,"      0.000"
"3562","1993",1,"  31",15.462,"      0.000"
"3563","1993",2,"  01",15.449,"      0.000"
"3564","1993",2,"  02",15.475,"      0.000"
"3565","1993",2,"  03",15.555,"      0.000"
"3566","1993",2,"  04",15.51,"      0.000"
"3567","1993",2,"  05",15.52,"      0.000"
"3568","1993",2,"  06",15.525,"      0.000"
"3569","1993",2,"  07",15.65,"      0.000"
"3570","1993",2,"  08",15.707,"      0.000"
"3571","1993",2,"  09",15.778,"      0.000"
"3572","1993",2,"  10",15.933,"      0.000"
"3573","1993",2,"  11",15.796,"      0.000"
"3574","1993",2,"  12",15.726,"      0.000"
"3575","1993",2,"  13",15.744,"      0.000"
"3576","1993",2,"  14",15.634,"      0.000"
"3577","1993",2,"  15",15.652,"      0.000"
"3578","1993",2,"  16",15.637,"      0.000"
"3579","1993",2,"  17",15.763,"      0.000"
"3580","1993",2,"  18",15.82,"      0.000"
"3581","1993",2,"  19",15.798,"      0.000"
"3582","1993",2,"  20",15.819,"      0.000"
"3583","1993",2,"  21",15.799,"      0.000"
"3584","1993",2,"  22",15.885,"      0.000"
"3585","1993",2,"  23",15.874,"      0.000"
"3586","1993",2,"  24",15.749,"      0.000"
"3587","1993",2,"  25",15.553,"      0.000"
"3588","1993",2,"  26",15.525,"      0.000"
"3589","1993",2,"  27",15.611,"      0.000"
"3590","1993",2,"  28",15.711,"      0.000"
"3591","1993",3,"  01",15.754,"      0.000"
"3592","1993",3,"  02",15.825,"      0.000"
"3593","1993",3,"  03",15.839,"      0.000"
"3594","1993",3,"  04",15.764,"      0.000"
"3595","1993",3,"  05",15.882,"      0.000"
"3596","1993",3,"  06",15.888,"      0.000"
"3597","1993",3,"  07",15.878,"      0.000"
"3598","1993",3,"  08",15.914,"      0.000"
"3599","1993",3,"  09",15.929,"      0.000"
"3600","1993",3,"  10",15.906,"      0.000"
"3601","1993",3,"  11",15.985,"      0.000"
"3602","1993",3,"  12",15.965,"      0.000"
"3603","1993",3,"  13",16.048,"      0.000"
"3604","1993",3,"  14",16.031,"      0.000"
"3605","1993",3,"  15",15.865,"      0.000"
"3606","1993",3,"  16",15.835,"      0.000"
"3607","1993",3,"  17",15.86,"      0.000"
"3608","1993",3,"  18",15.784,"      0.000"
"3609","1993",3,"  19",15.635,"      0.000"
"3610","1993",3,"  20",15.656,"      0.000"
"3611","1993",3,"  21",15.734,"      0.000"
"3612","1993",3,"  22",15.732,"      0.000"
"3613","1993",3,"  23",15.776,"      0.000"
"3614","1993",3,"  24",15.775,"      0.000"
"3615","1993",3,"  25",15.719,"      0.000"
"3616","1993",3,"  26",15.754,"      0.000"
"3617","1993",3,"  27",15.699,"      0.000"
"3618","1993",3,"  28",15.67,"      0.000"
"3619","1993",3,"  29",15.74,"      0.000"
"3620","1993",3,"  30",15.736,"      0.000"
"3621","1993",3,"  31",15.63,"      0.000"
"3622","1993",4,"  01",15.598,"      0.000"
"3623","1993",4,"  02",15.527,"      0.000"
"3624","1993",4,"  03",15.466,"      0.000"
"3625","1993",4,"  04",15.398,"      0.000"
"3626","1993",4,"  05",15.38,"      0.000"
"3627","1993",4,"  06",15.381,"      0.000"
"3628","1993",4,"  07",15.396,"      0.000"
"3629","1993",4,"  08",15.348,"      0.000"
"3630","1993",4,"  09",15.257,"      0.000"
"3631","1993",4,"  10",15.286,"      0.000"
"3632","1993",4,"  11",15.319,"      0.000"
"3633","1993",4,"  12",15.296,"      0.000"
"3634","1993",4,"  13",15.273,"      0.000"
"3635","1993",4,"  14",15.248,"      0.000"
"3636","1993",4,"  15",15.19,"      0.000"
"3637","1993",4,"  16",15.182,"      0.000"
"3638","1993",4,"  17",15.168,"      0.000"
"3639","1993",4,"  18",15.079,"      0.000"
"3640","1993",4,"  19",15.015,"      0.000"
"3641","1993",4,"  20",14.957,"      0.000"
"3642","1993",4,"  21",15.032,"      0.000"
"3643","1993",4,"  22",14.88,"      0.000"
"3644","1993",4,"  23",14.802,"      0.000"
"3645","1993",4,"  24",14.837,"      0.000"
"3646","1993",4,"  25",14.758,"      0.000"
"3647","1993",4,"  26",14.717,"      0.000"
"3648","1993",4,"  27",14.509,"      0.000"
"3649","1993",4,"  28",14.391,"      0.000"
"3650","1993",4,"  29",14.341,"      0.000"
"3651","1993",4,"  30",14.285,"      0.000"
"3652","1993",5,"  01",14.172,"      0.000"
"3653","1993",5,"  02",14.134,"      0.000"
"3654","1993",5,"  03",14.028,"      0.000"
"3655","1993",5,"  04",14.036,"      0.000"
"3656","1993",5,"  05",13.955,"      0.000"
"3657","1993",5,"  06",13.902,"      0.000"
"3658","1993",5,"  07",13.862,"      0.000"
"3659","1993",5,"  08",13.872,"      0.000"
"3660","1993",5,"  09",13.797,"      0.000"
"3661","1993",5,"  10",13.674,"      0.000"
"3662","1993",5,"  11",13.657,"      0.000"
"3663","1993",5,"  12",13.604,"      0.000"
"3664","1993",5,"  13",13.599,"      0.000"
"3665","1993",5,"  14",13.571,"      0.000"
"3666","1993",5,"  15",13.469,"      0.000"
"3667","1993",5,"  16",13.37,"      0.000"
"3668","1993",5,"  17",13.307,"      0.000"
"3669","1993",5,"  18",13.21,"      0.000"
"3670","1993",5,"  19",13.188,"      0.000"
"3671","1993",5,"  20",13.061,"      0.000"
"3672","1993",5,"  21",13.044,"      0.000"
"3673","1993",5,"  22",12.957,"      0.000"
"3674","1993",5,"  23",12.929,"      0.000"
"3675","1993",5,"  24",12.887,"      0.000"
"3676","1993",5,"  25",12.9,"      0.000"
"3677","1993",5,"  26",12.812,"      0.000"
"3678","1993",5,"  27",12.75,"      0.000"
"3679","1993",5,"  28",12.758,"      0.000"
"3680","1993",5,"  29",12.681,"      0.000"
"3681","1993",5,"  30",12.665,"      0.000"
"3682","1993",5,"  31",12.564,"      0.000"
"3683","1993",6,"  01",12.431,"      0.000"
"3684","1993",6,"  02",12.429,"      0.000"
"3685","1993",6,"  03",12.363,"      0.000"
"3686","1993",6,"  04",12.375,"      0.000"
"3687","1993",6,"  05",12.342,"      0.000"
"3688","1993",6,"  06",12.297,"      0.000"
"3689","1993",6,"  07",12.278,"      0.000"
"3690","1993",6,"  08",12.254,"      0.000"
"3691","1993",6,"  09",12.248,"      0.000"
"3692","1993",6,"  10",12.145,"      0.000"
"3693","1993",6,"  11",12.095,"      0.000"
"3694","1993",6,"  12",12.097,"      0.000"
"3695","1993",6,"  13",12.024,"      0.000"
"3696","1993",6,"  14",11.984,"      0.000"
"3697","1993",6,"  15",11.907,"      0.000"
"3698","1993",6,"  16",11.821,"      0.000"
"3699","1993",6,"  17",11.842,"      0.000"
"3700","1993",6,"  18",11.826,"      0.000"
"3701","1993",6,"  19",11.709,"      0.000"
"3702","1993",6,"  20",11.668,"      0.000"
"3703","1993",6,"  21",11.637,"      0.000"
"3704","1993",6,"  22",11.58,"      0.000"
"3705","1993",6,"  23",11.575,"      0.000"
"3706","1993",6,"  24",11.514,"      0.000"
"3707","1993",6,"  25",11.45,"      0.000"
"3708","1993",6,"  26",11.346,"      0.000"
"3709","1993",6,"  27",11.318,"      0.000"
"3710","1993",6,"  28",11.304,"      0.000"
"3711","1993",6,"  29",11.199,"      0.000"
"3712","1993",6,"  30",11.069,"      0.000"
"3713","1993",7,"  01",10.845,"      0.000"
"3714","1993",7,"  02",10.809,"      0.000"
"3715","1993",7,"  03",10.751,"      0.000"
"3716","1993",7,"  04",10.67,"      0.000"
"3717","1993",7,"  05",10.571,"      0.000"
"3718","1993",7,"  06",10.416,"      0.000"
"3719","1993",7,"  07",10.176,"      0.000"
"3720","1993",7,"  08",10.098,"      0.000"
"3721","1993",7,"  09",10.003,"      0.000"
"3722","1993",7,"  10",9.909,"      0.000"
"3723","1993",7,"  11",9.735,"      0.000"
"3724","1993",7,"  12",9.619,"      0.000"
"3725","1993",7,"  13",9.583,"      0.000"
"3726","1993",7,"  14",9.488,"      0.000"
"3727","1993",7,"  15",9.449,"      0.000"
"3728","1993",7,"  16",9.326,"      0.000"
"3729","1993",7,"  17",9.293,"      0.000"
"3730","1993",7,"  18",9.172,"      0.000"
"3731","1993",7,"  19",9.062,"      0.000"
"3732","1993",7,"  20",9.047,"      0.000"
"3733","1993",7,"  21",9.068,"      0.000"
"3734","1993",7,"  22",8.944,"      0.000"
"3735","1993",7,"  23",8.849,"      0.000"
"3736","1993",7,"  24",8.827,"      0.000"
"3737","1993",7,"  25",8.76,"      0.000"
"3738","1993",7,"  26",8.679,"      0.000"
"3739","1993",7,"  27",8.594,"      0.000"
"3740","1993",7,"  28",8.5,"      0.000"
"3741","1993",7,"  29",8.498,"      0.000"
"3742","1993",7,"  30",8.518,"      0.000"
"3743","1993",7,"  31",8.508,"      0.000"
"3744","1993",8,"  01",8.306,"      0.000"
"3745","1993",8,"  02",8.204,"      0.000"
"3746","1993",8,"  03",8.134,"      0.000"
"3747","1993",8,"  04",8.128,"      0.000"
"3748","1993",8,"  05",8.119,"      0.000"
"3749","1993",8,"  06",8.07,"      0.000"
"3750","1993",8,"  07",7.96,"      0.000"
"3751","1993",8,"  08",7.912,"      0.000"
"3752","1993",8,"  09",7.852,"      0.000"
"3753","1993",8,"  10",7.757,"      0.000"
"3754","1993",8,"  11",7.633,"      0.000"
"3755","1993",8,"  12",7.56,"      0.000"
"3756","1993",8,"  13",7.443,"      0.000"
"3757","1993",8,"  14",7.41,"      0.000"
"3758","1993",8,"  15",7.326,"      0.000"
"3759","1993",8,"  16",7.247,"      0.000"
"3760","1993",8,"  17",7.208,"      0.000"
"3761","1993",8,"  18",7.194,"      0.000"
"3762","1993",8,"  19",7.12,"      0.000"
"3763","1993",8,"  20",7.079,"      0.000"
"3764","1993",8,"  21",7.009,"      0.000"
"3765","1993",8,"  22",6.934,"      0.000"
"3766","1993",8,"  23",6.856,"      0.000"
"3767","1993",8,"  24",6.814,"      0.000"
"3768","1993",8,"  25",6.853,"      0.000"
"3769","1993",8,"  26",6.714,"      0.000"
"3770","1993",8,"  27",6.633,"      0.000"
"3771","1993",8,"  28",6.528,"      0.000"
"3772","1993",8,"  29",6.469,"      0.000"
"3773","1993",8,"  30",6.464,"      0.000"
"3774","1993",8,"  31",6.449,"      0.000"
"3775","1993",9,"  01",6.348,"      0.000"
"3776","1993",9,"  02",6.321,"      0.000"
"3777","1993",9,"  03",6.304,"      0.000"
"3778","1993",9,"  04",6.265,"      0.000"
"3779","1993",9,"  05",6.205,"      0.000"
"3780","1993",9,"  06",6.163,"      0.000"
"3781","1993",9,"  07",6.162,"      0.000"
"3782","1993",9,"  08",6.175,"      0.000"
"3783","1993",9,"  09",6.218,"      0.000"
"3784","1993",9,"  10",6.206,"      0.000"
"3785","1993",9,"  11",6.22,"      0.000"
"3786","1993",9,"  12",6.201,"      0.000"
"3787","1993",9,"  13",6.161,"      0.000"
"3788","1993",9,"  14",6.189,"      0.000"
"3789","1993",9,"  15",6.189,"      0.000"
"3790","1993",9,"  16",6.212,"      0.000"
"3791","1993",9,"  17",6.295,"      0.000"
"3792","1993",9,"  18",6.352,"      0.000"
"3793","1993",9,"  19",6.365,"      0.000"
"3794","1993",9,"  20",6.391,"      0.000"
"3795","1993",9,"  21",6.341,"      0.000"
"3796","1993",9,"  22",6.401,"      0.000"
"3797","1993",9,"  23",6.457,"      0.000"
"3798","1993",9,"  24",6.52,"      0.000"
"3799","1993",9,"  25",6.64,"      0.000"
"3800","1993",9,"  26",6.778,"      0.000"
"3801","1993",9,"  27",6.9,"      0.000"
"3802","1993",9,"  28",6.91,"      0.000"
"3803","1993",9,"  29",6.99,"      0.000"
"3804","1993",9,"  30",7.021,"      0.000"
"3805","1993",10,"  01",7.251,"      0.000"
"3806","1993",10,"  02",7.312,"      0.000"
"3807","1993",10,"  03",7.292,"      0.000"
"3808","1993",10,"  04",7.401,"      0.000"
"3809","1993",10,"  05",7.65,"      0.000"
"3810","1993",10,"  06",7.862,"      0.000"
"3811","1993",10,"  07",8.057,"      0.000"
"3812","1993",10,"  08",8.188,"      0.000"
"3813","1993",10,"  09",8.336,"      0.000"
"3814","1993",10,"  10",8.376,"      0.000"
"3815","1993",10,"  11",8.535,"      0.000"
"3816","1993",10,"  12",8.713,"      0.000"
"3817","1993",10,"  13",8.883,"      0.000"
"3818","1993",10,"  14",8.935,"      0.000"
"3819","1993",10,"  15",8.908,"      0.000"
"3820","1993",10,"  16",8.873,"      0.000"
"3821","1993",10,"  17",8.886,"      0.000"
"3822","1993",10,"  18",8.939,"      0.000"
"3823","1993",10,"  19",8.999,"      0.000"
"3824","1993",10,"  20",9.046,"      0.000"
"3825","1993",10,"  21",9.147,"      0.000"
"3826","1993",10,"  22",9.233,"      0.000"
"3827","1993",10,"  23",9.358,"      0.000"
"3828","1993",10,"  24",9.522,"      0.000"
"3829","1993",10,"  25",9.596,"      0.000"
"3830","1993",10,"  26",9.62,"      0.000"
"3831","1993",10,"  27",9.684,"      0.000"
"3832","1993",10,"  28",9.776,"      0.000"
"3833","1993",10,"  29",9.849,"      0.000"
"3834","1993",10,"  30",9.985,"      0.000"
"3835","1993",10,"  31",10.158,"      0.000"
"3836","1993",11,"  01",10.29,"      0.000"
"3837","1993",11,"  02",10.424,"      0.000"
"3838","1993",11,"  03",10.553,"      0.000"
"3839","1993",11,"  04",10.639,"      0.000"
"3840","1993",11,"  05",10.7,"      0.000"
"3841","1993",11,"  06",10.794,"      0.000"
"3842","1993",11,"  07",10.874,"      0.000"
"3843","1993",11,"  08",10.988,"      0.000"
"3844","1993",11,"  09",11.031,"      0.000"
"3845","1993",11,"  10",11.032,"      0.000"
"3846","1993",11,"  11",11.082,"      0.000"
"3847","1993",11,"  12",11.14,"      0.000"
"3848","1993",11,"  13",11.286,"      0.000"
"3849","1993",11,"  14",11.326,"      0.000"
"3850","1993",11,"  15",11.422,"      0.000"
"3851","1993",11,"  16",11.361,"      0.000"
"3852","1993",11,"  17",11.413,"      0.000"
"3853","1993",11,"  18",11.435,"      0.000"
"3854","1993",11,"  19",11.511,"      0.000"
"3855","1993",11,"  20",11.61,"      0.000"
"3856","1993",11,"  21",11.55,"      0.000"
"3857","1993",11,"  22",11.594,"      0.000"
"3858","1993",11,"  23",11.653,"      0.000"
"3859","1993",11,"  24",11.746,"      0.000"
"3860","1993",11,"  25",11.889,"      0.000"
"3861","1993",11,"  26",11.917,"      0.000"
"3862","1993",11,"  27",11.994,"      0.000"
"3863","1993",11,"  28",12.04,"      0.000"
"3864","1993",11,"  29",12.108,"      0.000"
"3865","1993",11,"  30",12.16,"      0.000"
